order_id,date,product,category,quantity,price_per_unit,customer,region
ORD1313,2024-03-16,Collar LED,Accesorios,4,64.9,Cliente_16,Valencia
ORD1314,2024-02-18,Collar LED,Accesorios,8,59.78,Cliente_100,Barcelona
ORD1315,2024-12-05,Rascador,Accesorios,10,46.53,Cliente_1,Madrid
ORD1316,2024-08-15,Pienso Premium,Alimentación,3,98.89,Cliente_77,Barcelona
ORD1317,2024-03-20,Pienso Premium,Alimentación,1,34.11,Cliente_98,Barcelona
ORD1318,2024-03-12,Collar LED,Accesorios,1,96.67,Cliente_62,Sevilla
ORD1319,2024-04-18,Rascador,Accesorios,3,98.26,Cliente_91,Barcelona
ORD1320,2024-12-31,Juguete para perro,Accesorios,6,72.6,Cliente_52,Sevilla
ORD1321,2024-08-13,Snacks saludables,Alimentación,2,57.52,Cliente_43,Sevilla
ORD1322,2024-04-08,Rascador,Accesorios,5,41.5,Cliente_28,Barcelona
ORD1323,2024-11-29,Rascador,Accesorios,6,30.36,Cliente_70,Bilbao
ORD1324,2024-04-11,Snacks saludables,Alimentación,7,68.67,Cliente_29,Sevilla
ORD1325,2024-02-12,Arena sanitaria,Higiene,8,94.93,Cliente_66,Valencia
ORD1326,2024-09-09,Rascador,Accesorios,4,93.04,Cliente_2,Sevilla
ORD1327,2024-05-03,Collar LED,Accesorios,7,95.58,Cliente_59,Barcelona
ORD1328,2024-07-28,Snacks saludables,Alimentación,1,43.58,Cliente_13,Barcelona
ORD1329,2024-07-15,Pienso Premium,Alimentación,1,48.61,Cliente_17,Bilbao
ORD1330,2024-12-08,Collar LED,Accesorios,3,7.84,Cliente_25,Barcelona
ORD1331,2024-02-25,Collar LED,Accesorios,2,61.0,Cliente_73,Sevilla
ORD1332,2024-02-02,Juguete para perro,Accesorios,2,91.08,Cliente_89,Bilbao
ORD1333,2024-03-15,Arena sanitaria,Higiene,10,6.06,Cliente_15,Bilbao
ORD1334,2024-10-01,Collar LED,Accesorios,2,43.59,Cliente_28,Bilbao
ORD1335,2024-05-24,Juguete para perro,Accesorios,4,23.07,Cliente_1,Bilbao
ORD1336,2024-04-14,Cama para gato,Descanso,10,47.24,Cliente_4,Madrid
ORD1337,2024-02-07,Collar LED,Accesorios,2,79.66,Cliente_92,Madrid
ORD1338,2024-09-25,Collar LED,Accesorios,6,80.35,Cliente_82,Bilbao
ORD1339,2024-05-31,Collar LED,Accesorios,8,45.73,Cliente_26,Sevilla
ORD1340,2024-12-16,Juguete para perro,Accesorios,1,40.6,Cliente_11,Bilbao
ORD1341,2024-10-28,Snacks saludables,Alimentación,10,33.89,Cliente_82,Sevilla
ORD1342,2024-10-04,Collar LED,Accesorios,3,80.4,Cliente_5,Bilbao
ORD1343,2024-04-06,Snacks saludables,Alimentación,10,57.78,Cliente_23,Madrid
ORD1344,2024-01-13,Pienso Premium,Alimentación,3,32.98,Cliente_1,Barcelona
ORD1345,2024-07-08,Collar LED,Accesorios,5,98.02,Cliente_95,Valencia
ORD1346,2024-01-13,Juguete para perro,Accesorios,6,73.09,Cliente_35,Madrid
ORD1347,2024-02-19,Collar LED,Accesorios,9,84.33,Cliente_70,Valencia
ORD1348,2024-10-30,Pienso Premium,Alimentación,5,53.8,Cliente_11,Sevilla
ORD1349,2024-12-06,Snacks saludables,Alimentación,7,34.21,Cliente_46,Barcelona
ORD1350,2024-07-24,Collar LED,Accesorios,6,5.15,Cliente_63,Valencia
ORD1351,2024-03-30,Cama para gato,Descanso,1,44.07,Cliente_65,Madrid
ORD1352,2024-03-24,Juguete para perro,Accesorios,2,37.69,Cliente_68,Sevilla
ORD1353,2024-05-07,Pienso Premium,Alimentación,5,25.09,Cliente_39,Madrid
ORD1354,2024-07-26,Arena sanitaria,Higiene,3,57.05,Cliente_20,Sevilla
ORD1355,2024-07-08,Rascador,Accesorios,4,31.19,Cliente_23,Valencia
ORD1356,2024-12-03,Arena sanitaria,Higiene,10,12.32,Cliente_94,Bilbao
ORD1357,2024-10-14,Cama para gato,Descanso,5,62.24,Cliente_11,Bilbao
ORD1358,2024-11-05,Pienso Premium,Alimentación,2,58.56,Cliente_82,Barcelona
ORD1359,2024-06-13,Cama para gato,Descanso,8,47.62,Cliente_6,Barcelona
ORD1360,2024-03-30,Pienso Premium,Alimentación,9,19.69,Cliente_94,Sevilla
ORD1361,2024-02-14,Cama para gato,Descanso,6,94.29,Cliente_97,Barcelona
ORD1362,2024-01-22,Collar LED,Accesorios,9,5.16,Cliente_76,Bilbao
ORD1363,2024-01-07,Rascador,Accesorios,2,65.01,Cliente_36,Valencia
ORD1364,2024-11-09,Pienso Premium,Alimentación,10,52.71,Cliente_70,Barcelona
ORD1365,2024-08-11,Juguete para perro,Accesorios,1,98.7,Cliente_60,Sevilla
ORD1366,2024-10-24,Snacks saludables,Alimentación,6,77.05,Cliente_21,Bilbao
ORD1367,2024-05-18,Arena sanitaria,Higiene,6,52.91,Cliente_71,Valencia
ORD1368,2024-12-15,Collar LED,Accesorios,9,80.74,Cliente_12,Sevilla
ORD1369,2024-02-06,Arena sanitaria,Higiene,9,34.81,Cliente_85,Barcelona
ORD1370,2024-01-17,Cama para gato,Descanso,7,18.99,Cliente_100,Valencia
ORD1371,2024-12-24,Snacks saludables,Alimentación,10,17.72,Cliente_84,Sevilla
ORD1372,2024-12-25,Arena sanitaria,Higiene,1,6.03,Cliente_62,Madrid
ORD1373,2024-05-04,Pienso Premium,Alimentación,3,91.71,Cliente_35,Sevilla
ORD1374,2024-03-12,Snacks saludables,Alimentación,4,71.78,Cliente_27,Madrid
ORD1375,2024-02-27,Juguete para perro,Accesorios,4,23.17,Cliente_39,Bilbao
ORD1376,2024-04-03,Juguete para perro,Accesorios,1,15.96,Cliente_30,Bilbao
ORD1377,2024-09-14,Pienso Premium,Alimentación,3,20.32,Cliente_19,Bilbao
ORD1378,2024-09-01,Snacks saludables,Alimentación,10,60.78,Cliente_50,Valencia
ORD1379,2024-03-30,Pienso Premium,Alimentación,3,76.65,Cliente_40,Madrid
ORD1380,2024-11-29,Juguete para perro,Accesorios,1,48.22,Cliente_68,Valencia
ORD1381,2024-09-18,Collar LED,Accesorios,10,20.19,Cliente_91,Valencia
ORD1382,2024-11-24,Arena sanitaria,Higiene,7,93.21,Cliente_56,Valencia
ORD1383,2024-01-29,Juguete para perro,Accesorios,2,48.43,Cliente_3,Bilbao
ORD1384,2024-01-21,Rascador,Accesorios,9,35.25,Cliente_10,Barcelona
ORD1385,2024-06-17,Snacks saludables,Alimentación,2,31.72,Cliente_59,Bilbao
ORD1386,2024-08-08,Arena sanitaria,Higiene,4,32.32,Cliente_17,Valencia
ORD1387,2024-01-13,Arena sanitaria,Higiene,7,22.83,Cliente_65,Sevilla
ORD1388,2024-11-06,Collar LED,Accesorios,8,31.04,Cliente_85,Madrid
ORD1389,2024-03-10,Snacks saludables,Alimentación,8,86.79,Cliente_93,Bilbao
ORD1390,2024-04-18,Cama para gato,Descanso,2,37.92,Cliente_12,Sevilla
ORD1391,2024-05-07,Juguete para perro,Accesorios,8,97.03,Cliente_17,Bilbao
ORD1392,2024-06-16,Cama para gato,Descanso,8,64.42,Cliente_68,Valencia
ORD1393,2024-08-22,Juguete para perro,Accesorios,7,75.53,Cliente_44,Sevilla
ORD1394,2024-07-31,Rascador,Accesorios,10,53.44,Cliente_65,Barcelona
ORD1395,2024-08-03,Rascador,Accesorios,7,31.41,Cliente_66,Barcelona
ORD1396,2024-08-29,Snacks saludables,Alimentación,1,45.76,Cliente_34,Barcelona
ORD1397,2024-10-28,Juguete para perro,Accesorios,1,81.51,Cliente_59,Bilbao
ORD1398,2024-01-24,Cama para gato,Descanso,7,68.6,Cliente_25,Valencia
ORD1399,2024-09-06,Arena sanitaria,Higiene,1,20.48,Cliente_73,Sevilla
ORD1400,2024-03-25,Snacks saludables,Alimentación,6,59.73,Cliente_39,Sevilla
ORD1401,2024-09-10,Arena sanitaria,Higiene,2,37.08,Cliente_1,Barcelona
ORD1402,2024-01-25,Juguete para perro,Accesorios,4,74.25,Cliente_74,Valencia
ORD1403,2024-05-20,Pienso Premium,Alimentación,7,64.16,Cliente_71,Madrid
ORD1404,2024-10-06,Collar LED,Accesorios,2,23.69,Cliente_56,Sevilla
ORD1405,2024-02-15,Pienso Premium,Alimentación,9,37.08,Cliente_4,Valencia
ORD1406,2024-12-02,Juguete para perro,Accesorios,6,49.17,Cliente_18,Madrid
ORD1407,2024-11-06,Rascador,Accesorios,7,71.91,Cliente_61,Sevilla
ORD1408,2024-03-19,Rascador,Accesorios,8,28.67,Cliente_87,Bilbao
ORD1409,2024-10-29,Collar LED,Accesorios,6,12.28,Cliente_11,Valencia
ORD1410,2024-04-19,Snacks saludables,Alimentación,7,11.6,Cliente_95,Barcelona
ORD1411,2024-08-29,Cama para gato,Descanso,2,84.68,Cliente_8,Madrid
ORD1412,2024-06-14,Collar LED,Accesorios,7,47.31,Cliente_86,Valencia
ORD1413,2024-12-01,Rascador,Accesorios,10,99.12,Cliente_5,Bilbao
ORD1414,2024-10-14,Snacks saludables,Alimentación,4,39.59,Cliente_82,Barcelona
ORD1415,2024-04-08,Rascador,Accesorios,1,50.38,Cliente_84,Bilbao
ORD1416,2024-01-02,Juguete para perro,Accesorios,5,92.16,Cliente_74,Sevilla
ORD1417,2024-06-23,Pienso Premium,Alimentación,1,59.81,Cliente_1,Bilbao
ORD1418,2024-02-04,Arena sanitaria,Higiene,9,52.61,Cliente_19,Barcelona
ORD1419,2024-04-11,Collar LED,Accesorios,8,58.2,Cliente_58,Bilbao
ORD1420,2024-02-09,Cama para gato,Descanso,8,78.89,Cliente_7,Sevilla
ORD1421,2024-03-17,Snacks saludables,Alimentación,2,93.5,Cliente_85,Barcelona
ORD1422,2024-05-27,Snacks saludables,Alimentación,9,63.6,Cliente_85,Madrid
ORD1423,2024-03-03,Rascador,Accesorios,1,69.53,Cliente_65,Sevilla
ORD1424,2024-10-14,Collar LED,Accesorios,5,33.38,Cliente_60,Bilbao
ORD1425,2024-05-06,Collar LED,Accesorios,7,66.42,Cliente_55,Barcelona
ORD1426,2024-02-22,Juguete para perro,Accesorios,1,29.14,Cliente_19,Bilbao
ORD1427,2024-06-06,Cama para gato,Descanso,9,16.94,Cliente_28,Valencia
ORD1428,2024-05-30,Snacks saludables,Alimentación,3,56.1,Cliente_54,Valencia
ORD1429,2024-05-10,Collar LED,Accesorios,7,59.17,Cliente_69,Madrid
ORD1430,2024-11-16,Pienso Premium,Alimentación,1,90.96,Cliente_31,Valencia
ORD1431,2024-11-13,Rascador,Accesorios,5,93.27,Cliente_55,Bilbao
ORD1432,2024-06-17,Rascador,Accesorios,4,90.34,Cliente_54,Barcelona
ORD1433,2024-03-08,Pienso Premium,Alimentación,9,42.66,Cliente_52,Madrid
ORD1434,2024-04-17,Collar LED,Accesorios,2,32.83,Cliente_5,Valencia
ORD1435,2024-06-29,Rascador,Accesorios,8,30.23,Cliente_81,Valencia
ORD1436,2024-03-12,Rascador,Accesorios,9,53.91,Cliente_73,Madrid
ORD1437,2024-12-14,Arena sanitaria,Higiene,10,11.43,Cliente_14,Sevilla
ORD1438,2024-07-02,Rascador,Accesorios,4,50.0,Cliente_66,Barcelona
ORD1439,2024-04-28,Collar LED,Accesorios,8,31.03,Cliente_37,Bilbao
ORD1440,2024-10-15,Rascador,Accesorios,7,87.43,Cliente_68,Valencia
ORD1441,2024-02-02,Rascador,Accesorios,10,13.98,Cliente_42,Bilbao
ORD1442,2024-05-25,Pienso Premium,Alimentación,3,57.92,Cliente_99,Madrid
ORD1443,2024-07-01,Rascador,Accesorios,1,58.78,Cliente_21,Bilbao
ORD1444,2024-05-16,Collar LED,Accesorios,3,9.26,Cliente_54,Sevilla
ORD1445,2024-06-06,Pienso Premium,Alimentación,6,86.89,Cliente_30,Sevilla
ORD1446,2024-02-15,Juguete para perro,Accesorios,1,79.67,Cliente_39,Barcelona
ORD1447,2024-03-13,Pienso Premium,Alimentación,4,43.71,Cliente_14,Bilbao
ORD1448,2024-06-07,Rascador,Accesorios,3,10.9,Cliente_23,Madrid
ORD1449,2024-10-11,Juguete para perro,Accesorios,5,70.47,Cliente_17,Sevilla
ORD1450,2024-05-06,Cama para gato,Descanso,10,66.77,Cliente_8,Madrid
ORD1451,2024-11-10,Pienso Premium,Alimentación,3,48.7,Cliente_73,Sevilla
ORD1452,2024-03-01,Pienso Premium,Alimentación,5,20.72,Cliente_52,Barcelona
ORD1453,2024-12-18,Arena sanitaria,Higiene,3,12.59,Cliente_62,Sevilla
ORD1454,2024-11-16,Pienso Premium,Alimentación,10,96.31,Cliente_27,Madrid
ORD1455,2024-02-12,Arena sanitaria,Higiene,3,56.77,Cliente_5,Madrid
ORD1456,2024-01-10,Cama para gato,Descanso,10,38.9,Cliente_25,Bilbao
ORD1457,2024-06-12,Cama para gato,Descanso,3,83.78,Cliente_87,Barcelona
ORD1458,2024-03-27,Rascador,Accesorios,5,87.2,Cliente_51,Bilbao
ORD1459,2024-11-29,Rascador,Accesorios,3,28.64,Cliente_28,Valencia
ORD1460,2024-12-15,Pienso Premium,Alimentación,9,94.58,Cliente_82,Madrid
ORD1461,2024-01-14,Arena sanitaria,Higiene,1,50.77,Cliente_50,Barcelona
ORD1462,2024-08-17,Collar LED,Accesorios,10,23.24,Cliente_52,Valencia
ORD1463,2024-05-16,Arena sanitaria,Higiene,6,57.21,Cliente_53,Madrid
ORD1464,2024-06-03,Rascador,Accesorios,6,35.86,Cliente_13,Valencia
ORD1465,2024-02-27,Juguete para perro,Accesorios,3,89.98,Cliente_63,Madrid
ORD1466,2024-11-03,Juguete para perro,Accesorios,10,88.68,Cliente_37,Sevilla
ORD1467,2024-11-01,Pienso Premium,Alimentación,3,42.51,Cliente_92,Sevilla
ORD1468,2024-11-03,Cama para gato,Descanso,9,5.15,Cliente_75,Sevilla
ORD1469,2024-11-26,Rascador,Accesorios,2,32.11,Cliente_7,Valencia
ORD1470,2024-05-06,Pienso Premium,Alimentación,6,54.34,Cliente_33,Bilbao
ORD1471,2024-11-26,Rascador,Accesorios,7,41.53,Cliente_25,Barcelona
ORD1472,2024-09-16,Cama para gato,Descanso,7,94.94,Cliente_59,Sevilla
ORD1473,2024-12-14,Collar LED,Accesorios,1,85.11,Cliente_96,Barcelona
ORD1474,2024-07-11,Snacks saludables,Alimentación,4,89.59,Cliente_78,Valencia
ORD1475,2024-08-17,Snacks saludables,Alimentación,4,93.64,Cliente_35,Sevilla
ORD1476,2024-07-03,Arena sanitaria,Higiene,9,11.02,Cliente_31,Sevilla
ORD1477,2024-05-20,Juguete para perro,Accesorios,9,20.67,Cliente_25,Madrid
ORD1478,2024-08-26,Juguete para perro,Accesorios,10,88.6,Cliente_37,Barcelona
ORD1479,2024-03-29,Snacks saludables,Alimentación,10,5.06,Cliente_60,Valencia
ORD1480,2024-11-19,Arena sanitaria,Higiene,1,54.05,Cliente_52,Sevilla
ORD1481,2024-07-15,Cama para gato,Descanso,8,28.58,Cliente_5,Madrid
ORD1482,2024-10-19,Juguete para perro,Accesorios,2,83.43,Cliente_10,Bilbao
ORD1483,2024-03-21,Arena sanitaria,Higiene,3,5.43,Cliente_42,Bilbao
ORD1484,2024-05-11,Pienso Premium,Alimentación,5,80.95,Cliente_47,Bilbao
ORD1485,2024-03-22,Rascador,Accesorios,2,49.79,Cliente_4,Valencia
ORD1486,2024-04-20,Pienso Premium,Alimentación,6,42.77,Cliente_56,Bilbao
ORD1487,2024-04-02,Cama para gato,Descanso,7,83.51,Cliente_92,Bilbao
ORD1488,2024-10-29,Cama para gato,Descanso,10,78.16,Cliente_28,Sevilla
ORD1489,2024-06-09,Snacks saludables,Alimentación,8,54.68,Cliente_12,Valencia
ORD1490,2024-10-02,Snacks saludables,Alimentación,8,81.84,Cliente_80,Bilbao
ORD1491,2024-08-10,Snacks saludables,Alimentación,4,88.88,Cliente_37,Barcelona
ORD1492,2024-02-13,Arena sanitaria,Higiene,3,63.43,Cliente_7,Valencia
ORD1493,2024-11-30,Juguete para perro,Accesorios,6,47.42,Cliente_34,Bilbao
ORD1494,2024-06-03,Arena sanitaria,Higiene,6,85.89,Cliente_48,Barcelona
ORD1495,2024-09-26,Juguete para perro,Accesorios,5,32.15,Cliente_37,Sevilla
ORD1496,2024-09-10,Snacks saludables,Alimentación,1,76.76,Cliente_83,Valencia
ORD1497,2024-03-24,Snacks saludables,Alimentación,8,22.58,Cliente_100,Bilbao
ORD1498,2024-09-17,Snacks saludables,Alimentación,4,49.87,Cliente_56,Madrid
ORD1499,2024-05-28,Rascador,Accesorios,4,23.49,Cliente_34,Sevilla
